id1,id2,7/24/2015,8/1/2015,8/22/2015,8/30/2015
KK_NET215,HI_NET116,,,,
KK_NET215,IH_NET116,,,,
KK_NET215,PB_NET217,,,,
KK_NET215,SY_NET217,,,,
KK_NET215,UA_NET119,,,,
KK_NET215,VZ_NET119,,,,
KK_NET215,WP_SAND17,,,,
KK_NET215,XO_SAND17,,,,
KK_NET215,YN_SAND17,,,,
KK_NET215,ZM_SAND17,,,,
KO_NET215,AK_NET217,,,,
KO_NET215,DE_FSAN18,,,,
KO_NET215,ED_FSAN18,,,,
KO_NET215,FK_NET116,,,,
KO_NET215,GJ_NET116,,,,
KO_NET215,HI_NET116,,,,
KO_NET215,IH_NET116,,,,
KO_NET215,KK_NET215,,,,
KO_NET215,LN_NET215,,,,
KO_NET215,PB_NET217,,,,
KO_NET215,SY_NET217,,,,
KO_NET215,UA_NET119,,,,
KO_NET215,VZ_NET119,,,,
KO_NET215,WP_SAND17,,,,
KO_NET215,XO_SAND17,,,,
KO_NET215,YN_SAND17,,,,
KO_NET215,ZM_SAND17,,,,
LN_NET215,AK_NET217,,,,
LN_NET215,DE_FSAN18,,,,
LN_NET215,ED_FSAN18,,,,
LN_NET215,FK_NET116,,,,
LN_NET215,GJ_NET116,,,,
LN_NET215,HI_NET116,,,,
LN_NET215,IH_NET116,,,,
LN_NET215,KK_NET215,,,,
LN_NET215,PB_NET217,,,,
LN_NET215,SY_NET217,,,,
LN_NET215,UA_NET119,,,,
LN_NET215,VZ_NET119,,,,
LN_NET215,WP_SAND17,,,,
LN_NET215,XO_SAND17,,,,
LN_NET215,YN_SAND17,,,,
LN_NET215,ZM_SAND17,,,,
ME_NET214,02_NET214,,,,1
ME_NET214,13_NET214,,,,
ME_NET214,78_NET214,,1,1,1
ME_NET214,89_NET214,,,1,
ME_NET214,90_NET214,,1,1,
ME_NET214,AK_NET217,,,,
ME_NET214,AU_NET115,,,1,
ME_NET214,CS_NET115,,,1,1
ME_NET214,DE_FSAN18,,,,
ME_NET214,ED_FSAN18,,,,
ME_NET214,FK_NET116,,,,
ME_NET214,FP_NET215,,,,
ME_NET214,GJ_NET116,,,,
ME_NET214,GS_NET115,,,1,1
ME_NET214,HI_NET116,,,,
ME_NET214,HN_NET115,,,,
ME_NET214,IH_NET116,,,,
ME_NET214,JP_NET115,,,,1
ME_NET214,KG_NET214,,,1,1
ME_NET214,KK_NET215,,,,
ME_NET214,KO_NET215,,,,
ME_NET214,LN_NET215,,,,
ME_NET214,PB_NET217,,,,
ME_NET214,SY_NET217,,,,
ME_NET214,UA_NET119,,,,
ME_NET214,VZ_NET119,,,,
ME_NET214,WP_SAND17,,,,
ME_NET214,XO_SAND17,,,,
ME_NET214,YN_SAND17,,,,
ME_NET214,ZM_SAND17,,,,
ME_NET214,ZW_NET115,,,,1
PB_NET217,DE_FSAN18,,,,
PB_NET217,ED_FSAN18,,,,
PB_NET217,UA_NET119,,,,
PB_NET217,VZ_NET119,,,,
PB_NET217,WP_SAND17,,,,
PB_NET217,XO_SAND17,,,,
PB_NET217,YN_SAND17,,,,
PB_NET217,ZM_SAND17,,,,
SY_NET217,DE_FSAN18,,,,
SY_NET217,ED_FSAN18,,,,
SY_NET217,PB_NET217,,,,
SY_NET217,UA_NET119,,,,
SY_NET217,VZ_NET119,,,,
SY_NET217,WP_SAND17,,,,
SY_NET217,XO_SAND17,,,,
SY_NET217,YN_SAND17,,,,
SY_NET217,ZM_SAND17,,,,
UA_NET119,VZ_NET119,,,,
WP_SAND17,DE_FSAN18,,,,
WP_SAND17,ED_FSAN18,,,,
WP_SAND17,UA_NET119,,,,
WP_SAND17,VZ_NET119,,,,
WP_SAND17,XO_SAND17,,,,
WP_SAND17,YN_SAND17,,,,
WP_SAND17,ZM_SAND17,,,,
XO_SAND17,DE_FSAN18,,,,
XO_SAND17,ED_FSAN18,,,,
XO_SAND17,UA_NET119,,,,
XO_SAND17,VZ_NET119,,,,
XO_SAND17,YN_SAND17,,,,
XO_SAND17,ZM_SAND17,,,,
YN_SAND17,DE_FSAN18,,,,
YN_SAND17,ED_FSAN18,,,,
YN_SAND17,UA_NET119,,,,
YN_SAND17,VZ_NET119,,,,
YN_SAND17,ZM_SAND17,,,,
ZM_SAND17,DE_FSAN18,,,,
ZM_SAND17,ED_FSAN18,,,,
ZM_SAND17,UA_NET119,,,,
ZM_SAND17,VZ_NET119,,,,
ZW_NET115,AK_NET217,,,,
ZW_NET115,AU_NET115,,,,
ZW_NET115,CS_NET115,,,,1
ZW_NET115,DE_FSAN18,,,,
ZW_NET115,ED_FSAN18,,,,
ZW_NET115,FK_NET116,,,,
ZW_NET115,FP_NET215,,,,
ZW_NET115,GJ_NET116,,,,
ZW_NET115,GS_NET115,,,,1
ZW_NET115,HI_NET116,,,,
ZW_NET115,HN_NET115,,,,
ZW_NET115,IH_NET116,,,,
ZW_NET115,JP_NET115,,,,1
ZW_NET115,KK_NET215,,,,
